Text,Category
مسابقات انتخابی جهان اسنوکر؛ نبرد وفایی در مرحله سوم,sport
توضیحات باشگاه استقلال درباره رای پرونده استراماچونی,sport
۹ مازندرانی در دور جدید تمرینات تیم ملی تکواندو,sport
روشن: آجورلو و فتح‌الله‌زاده پاسخگوی شائبه‌ها باشند/ ساپینتو متوجه رفتارهای اشتباهش شده,sport
دومین حضور تیم ملی والیبال در لیگ ملت‌ها با مربی ایرانی,sport
ابراز رضایت فدراسیون جهانی از میزبانی تور جهانی تنیس در ایران,sport
۲ بازیکن پرسپولیس در آستانه جدایی؛ سه سرخپوش در لیست انتظار,sport
نگاهی به حریفان شاملی کازرون در مسابقات هندبال جام باشگاه‌های آسیا  ,sport
چالش جدی هاکی روی یخ بانوان برای اعزام به آسیا,sport
تساوی یاران طیبی در جنگ با بارسا/ شکست تیم احمدعباسی در هفته بیست‌وپنجم,sport
منچستریونایتد و بارسلونا به دنبال هم‌تیمی سردار آزمون,sport
عشق سمّی؛ پول در «سیکس‌پک» است,sport
کولاک شاگردان رنگرز در آستانه؛ پنج طلا در انتظار فرنگی‌کاران ایران,sport
محمدی: هدفم کسب مدال جهانی در صربستان است,sport
لیست خروجی‌های بارسلونا مشخص شد؛ خانه‌تکانی ژاوی در خط حمله,sport
کتک‌کاری پدیده رئال با ستاره ویارئال خبرساز شد,sport
دادمرز: یک گام تا هتریک طلای آسیا مانده است/ برای جهانی برنامه دارم,sport
جدال ۱۳ بانوی هوگوپوش برای رسیدن به شیاپچانگ جهانی,sport
وویوویچ سرمربی تیم هندبال سپاهان شد,sport
جنگ بازیکنان تراکتور برای کسب عناوین انفرادی,sport
جوایز باورنکردنی برای مسابقات جهانی بوکس/ با یک مدال میلیاردر شوید,sport
فقدان درآمد پایدار ورزش معلولان خراسان رضوی را با چالش رو به رو کرده است,sport
شروع مقتدرانه فرنگی‌کاران در قزاقستان,sport
۳ ورزشکار کرمانشاهی به اردوی تیم ملی جانبازان و معلولان دعوت شدند,sport
واکنش‌ها به انتخاب سرمربی جدید نساجی مازندران,sport
ظهور هرکول ایرانی از دلِ فلک‌افلاک,sport
نظریان: اسکی‌بازان به جز نقد به حمایت‌ها هم توجه کنند,sport
اخبار کوتاه از ورزش ایلام,sport
نسخه برزگر برای شکست جادوگر آمریکایی,sport
تلاش رئال‌مادرید برای قهرمانی زودهنگام بارسلونا؛ زیردریایی‌ها با کامبک مادرید را فتح کردند,sport
پیروزی پاری‌سن‌ژرمن مقابل نیس با گلزنی مسی و راموس,sport
پرواز عقاب بر فراز المپیکو؛ یوونتوس در پایتخت زمین‌گیر شد و از سهمیه اروپا دورتر,sport
هرناندس سرمربی نساجی شد؟,sport
از واکنش شیرازی به برکناری‌اش تا پیشنهاد ساپینتو به ستاره آلومینیوم,sport
افشاریان: داوران باتجربه هفته‌های پایانی را سوت می‌زنند/ ساکت از داوری عصبانی بود!,sport
تداوم موفقیت‌های شباب‌الاهلی با نوراللهی در لیگ امارات,sport
ماجدی: مربیان تیم امید باید هرچه سریع‌تر مشخص شوند,sport
برتری شارلروا در حضور ۲۴ دقیقه‌ای حسین‌زاده,sport
دومین پیروزی متوالی شهرداری گرگان و کاله مازندران در یک چهارم نهایی لیگ برتر بسکتبال,sport
گل ۳ امتیازی دیبالا و صعود یک پله‌ای رم,sport
سیتی بی‌رحم و خستگی‌ ناپذیر/ ساوتهمپتون هم قربانی شاگردان گواردیولا شد,sport
تمرینات ویژه رضاوند در فیزیوتراپی,sport
حدادیان : مطهری انتظارات را برآورده نکرد/ سرمربی جدید نساجی، اسپانیایی و معروف است,sport
قایدی سه کارته نیست,sport
میزبانی اراکی‌ها سوژه استقلال برای شکایت از آلومینیوم,sport
ابتلای لیگ ایران به ویروس بیانیه‌نویسی,sport
مطهری برکنار شد,sport
چلسی با لمپارد هم باخت/ نیوکاسل جای یونایتد را گرفت,sport
آزمون: کارمان تمام نشده است؛ باید سطح آمادگی خودمان را افزایش دهیم,sport
تعویق ۲۴ ساعته بازی‌های ذوب‌آهن در لیگ برتر بسکتبال,sport
بوندسلیگا آلمان/ پیروزی بزرگان در شب گلزنی مجدد سردار,sport
ورود انحصاری یک آسیایی به باشگاه ۱۰۰تایی‌های لیگ جزیره,sport
ترکیب منتخب هفته بیست‌وپنجم؛ تراکتور و سرخابی‌ها علیه سپاهان,sport
تیم ملی جودو ایران به دور دوم لیگ قاره‌ای راه یافت,sport
مدیرعامل آلومینیوم: ساپینتو در گوش زاپاتا گفت «به استقلال بیا»/ او مظلوم‌نمایی می‌کند,sport
اولین نشست سرپرست هیئت فوتبال استان تهران؛ براتی به دیدار جوادی رفت,sport
منچستریونایتد در آستانه حضور در لیگ قهرمانان,sport
هواداران آرژانتینی اتوبوس تیم خودی را سنگ‌باران کردند!,sport
مذاکره ساپینتو با ستاره خارجی آلومینیوم در حین بازی!,sport
شیرازی: فضا را مسموم دیدم و باید کنار می‌رفتم/ تخلفی نداشتم,sport
مجیدی: شاگردانم آینده فوتبال امارات را می‌سازند,sport
بانوان فوتبال ایران یک قدم به المپیک نزدیک‌تر شدند+ فیلم,sport
تغییر زمان دیدار گل‌گهر و فولاد خوزستان,sport
سرخوش سهمیه مسابقات ورزش‌های بیلیاردی جهان را کسب کرد,sport
فرنگی‌کاران رقبای خود را در قهرمانی آسیا شناختند,sport
۲۰ خانه ورزش روستایی در کردستان ایجاد شد,sport
اصولی: رحمان رضایی به تیم ملی برنمی‌گردد/ به هر تخلفی در جای خودش رسیدگی می‌شود,sport
سرپرست سپاهان: لیزر هواداران تراکتور، ۹۰ دقیقه چشم بازیکنان ما را آزرد,sport
قرارداد سرمربی کره‌ای تیم ملی تیراندازی با کمان تمدید شد,sport
احضار خبیری به کمیته اخلاق/ اصولی: ادبیات برخی افراد، ناشایست است,sport
شکست هوادار برابر پرسپولیس در دیداری تدارکاتی,sport
شیرازی بالاخره از هیئت‌فوتبال استان تهران دل کند/ براتی سرپرست شد,sport
کاپیتان استقلال در پک/ پدیده پرسپولیس در ایفمارک,sport
تصمیم اشتباه درویش، بلای جان یحیی,sport
فرنگی‌کاران جوان به ترکیه و روسیه می‌روند,sport
رییس فدراسیون جهانی اسکواش انتخاب عزیزی‌پور را تبریک گفت,sport
دبیر فدراسیون سوارکاری: بودجه فدراسیون کافی نیست/ به دنبال برگزاری انتخابات هستیم,sport
واکنش سرمربی تیم ملی والیبال به خداحافظی غفور,sport
مظفری: مشکلات داوری با VAR هم حل نمی‌شود/ چرا از مرادی و ترکی‌ استفاده نمی‌شود؟,sport
مردان تکواندو در آزمون سرنوشت‌ساز,sport
قضاوت داور ایرانی در قهرمانی نوجوانان دختر جهان,sport
نگاهی به افشاگری رئیس سازمان خصوصی‌سازی؛ چراغ اول مبارزه با فساد در فوتبال روشن شد؟,sport
گزارش ویژه فرانس 24 از جانباز پرسپولیسی + فیلم,sport
برنامه مسابقات آزمایشی المپیک و پارالمپیک پاریس اعلام شد,sport
گمانه‌زنی‌ها درباره خداحافظی غفور از تیم ملی؛ ترس از نیمکت‌نشینی یا تکرار مصدومیت؟,sport
فیلم |بیست و پنجمین سالگرد درگذشت سیروس قایقران در انزلی,sport
مسابقات لیگ یک تنیس روی میز دختران کشور با شناخت نفرات برتر به پایان رسید,sport
دروازه‌بان تیم ملی واترپلو: لیگ ایران مرده است,sport
ارزیابی مربی تیم ملی از عملکرد دوومیدانی بانوان در سال گذشته,sport
بُرد تیم فولاد هرمزگان برابر مهرام تهران در لیگ دسته اول بستکبال,sport
رضازاده: خانواده وزنه‌برداری برای موفقیت این رشته بسیج شدند,sport
مدیرعامل مس کرمان: انتظارات هواداران را محقق می‌کنیم,sport
رحمان مرد بی‌رقیب آستانه؛ معصومی در سد مونختور مغول,sport
داستان معلمی که خانم گل لیگ برتر فوتسال بانوان ایران شد+ فیلم    ,sport
اعتراض سپاهان به کمیته داوران؛ اشتباهات داوری نتیجه بازی با تراکتور را تغییر داد,sport
توقف میلان برابر امپولی؛ اشتباه عجیب اونانا و ۳ امتیازی که از دست اینتر پرید,sport
درویش: تنها مشکل ما در حال حاضر استادیوم آزادی است/ انضباط مالی را رعایت کردیم,sport
روز پرحاشیه آبی‌ها با نقد ساپینتو، برد استقلال و شوک به سپاهان,sport
رحمتی از هواداران اراکی برای باخت مقابل استقلال عذرخواهی کرد,sport
تراکتور در برابر صدرنشین پیروز شد,sport
احتمال غیبت کوین دورانت در بازی مقابل لیکرز,sport
تراکتور ترمز سپاهان را کشید؛ برتری تی‌تی‌ها به نام تبریز، به کام تهران,sport
سرمربی گل گهر سیرجان: تعداد زیادی از بازیکنان را در اختیار نداشتیم,sport
اتحاد کلبا پس از ۵ هفته پیروز شد/ کامبک شاگردان مجیدی برابر بنی یاس,sport
ساپینتو: یک‌نفر آرامش را به استقلال برگرداند/ آلومینیوم فوق‌العاده بود,sport
سرمربی ذوب آهن اصفهان: هواداران در برد تیم تاثیرگذار بودند,sport
غدیر ملایر برابر شاملی کازرون در لیگ برتر هندبال بانوان بازی نکرد,sport
تساوی جذاب هال‌سیتی مقابل ساندرلند در شب گلزنی صیادمنش,sport
برتری پورتو مقابل بنفیکا در جدال بزرگ پرتغال؛ موتور طارمی به موقع روشن شد,sport
لیگ هندبال بانوان؛ تداوم صدرنشینی سنگ آهن بافق,sport
حسینی: پیکان خیلی مظلوم است/ تمیروف را خیلی قبول دارم,sport
لیگ برتر فوتبال؛ رحمتی حریف ساپینتو نشد/این استقلال کم نمی‌آورد,sport
پیکان فاتح دربی کوچک تهران,sport
اولین برد ذوب آهن در سال جدید/ ترمز گل‌گهر در فولاد شهر کشیده شد,sport
بیست و پنجمین سالگرد درگذشت سیروس قایقران در انزلی برگزار شد,sport
ریکاوری پرسپولیسی‌ها پس از برتری حساس,sport
تساوی استقلال و آلومینیوم اراک در نیمه نخست,sport
دلیل غیبت دیاباته مقابل ملوان مشخص شد؛ همان همیشگی,sport
کار سخت کمیته ملی المپیک در ۱۴۰۲؛ ششمی جاکارتا در هانگژو تکرار می‌شود؟,sport
افطار ستاره مسلمان پیکان در زمین چمن + فیلم,sport
اعلام ترکیب استقلال مقابل آلومینیوم اراک,sport
سجادی: امکان ندارد معلولین و جانبازان را فراموش کنیم/ ناشنوایان بسیار احساسی هستند,sport
قول وزیر ورزش در خصوص رسیدگی به مشکلات استقلال ,sport
قول وزیر ورزش برای برطرف کردن مشکلات قهرمانان ناشنوا,sport
پیام وزیر ورزش و جوانان به مناسبت “روز جهانی ورزش برای صلح و توسعه”,sport
وزنه‌برداری بانوان در سالی که گذشت؛ از تاریخ‌سازی تا رکوردهایی که انتظارات را برآورده نکرد,sport
رسمی؛ اعلام سیدبندی جام ملت‌های ۲۰۲۳/ ایران در کنار سایر مدعیان سرگروه شد + عکس,sport
اورسجی: ۱۴۰۱ سال طلایی کبدی ایران بود,sport
اعلام آمادگی ۱۱ تیم خارجی برای شرکت در فوتسال ناشنوایان قهرمانی آسیا,sport
شمسایی: ازبکستان و روسیه حریف‌های سخت تیم ملی خواهند بود,sport
وزنه‌برداری ایران در فصل همدلی و همگامی قهرمانان,sport
سیف‌الله‌پور: جلسه فوق‌العاده با حضور اعضای هیات مدیره نساجی برگزار می‌شود,sport
قوی‌ترین مرد ایران مردمی‌ترین قهرمان سال شد,sport
سوال قرایی از داور بازی با صنعت نفت؛ جواب مردم کرمان را چگونه می دهید؟,sport
قرارداد نجومی باشگاه عربستانی به دست مسی رسید؟,sport
ملی‌پوش اسنوکر: بیلیارد لاکچری نیست,sport
والیبال بانوان همچنان درجا می زند/ کمپدلی هم کارساز نبود,sport
خیز باروز برای حضور در ترکیب تیم کشتی آمریکا,sport
میزبانی دوباره ایران در تور جهانی تنیس,sport
ساپینتو قصد کناره‌گیری از استقلال را ندارد,sport
نمایش اقتدار ورزش ایران با فرهنگ پهلوانی,sport
پدیده ۱۴ ساله شیرجه ایران: برای پیشرفت نیاز به امکانات داریم,sport
برنامه عجیب احسان حدادی به فدراسیون دوومیدانی,sport
محمدی: امیدواریم قبل از بازی با پیکان وعده‌های مسوولان عملی شود,sport
شکست صدرنشین کنفرانس غرب برابر فینیکس,sport
پاسخ مهاجم سابق فرانسه به بیانه ستاره PSG؛ یکی جلوی نفس امباپه را بگیرد!,sport
سیاوشی: ۱۴۰۲ سال سختی برای هندبال ایران است,sport
سالی که مرد یخی نقره ای شد,sport
ملایی: نبود پیست استاندارد دلیل اصلی باخت در جهان بود,sport
ورزش‌های رزمی ایران در سال ۱۴۰۱؛ ابقای دو رئیس، آمدن سرپرست و علنی شدن اختلافات,sport
بسکتبال ایران در سالی که گذشت؛ باختیم اما به جام‌جهانی رسیدیم,sport
پیشگویی آنچلوتی در روز رونمایی از تالاخادزه دوم,sport
سرمربی مس رفسنجان: بازی با نفت مسجد سلیمان سخت‌تر از مدعیان قهرمانی بود,sport
واکنش پریرا به اولین گلش برای پرسپولیس,sport
جهانی: عدم تمرکز مهمترین عامل شکستمان برابر پرسپولیس شد,sport
سرمربی تیم فوتبال نفت مسجدسلیمان: هم قسم شدیم تا التیامی بر زخم مردم باشیم,sport
فولاد روی نوار پیروزی/ بحران نساجی ادامه دارد,sport
پورعلی‌گنجی: نظر کادرفنی تیم ملی را جلب خواهم کرد,sport
امیری: حذف استقلال ضربه بزرگی به فوتبال ایران بود/ مشکل غذایی در پرسپولیس داریم!,sport
برد شهرداری گرگان و کاله در آغاز پلی‌آف لیگ برتر بسکتبال,sport
خبیری: مسائل مالی و اخلاقی در فوتبال تهران بیداد می‌کند/ دنبال گرفتن جای شیرازی نیستم,sport
آل‌کثیر: هنوز شانس قهرمانی داریم/ مهم نام پرسپولیس است نه بازیکن,sport
زارع: خوب نبودیم و باختیم/ باید برای بقا بجنگیم,sport
درویش: گل‌محمدی قرارداد دارد و می‌ماند/ در ظاهر مشکلی برای کسب مجوز حرفه‌ای نداریم!,sport
آخرین وضعیت پرسپولیس در راه کسب مجوز حرفه‌ای/ پیشنهاد ۱۰۰ میلیاردی گل‌محمدی به کجا رسید؟,sport
رستگاری نفت در دقایق پایانی با پنالتی جنجالی؛ کار سخت مس‌کرمان برای بقا,sport
ملوان دومین قربانی یحیی در سال جدید/ پرسپولیس ِ۱۴۰۲ ترسناک‌تر از همیشه,sport
ثبت شانزدهمین شکست شاگردان اشکش در رفسنجان,sport
تقدیر از پرسپولیسی‌های سابق ملوان و تشویق بوندسلیگایی یحیی,sport
برتری پرسپولیس مقابل ملوان در نیمه نخست,sport
قلعه‌نویی: هر بازیکنی لایق باشد دعوت می‌شود/ سردار درخواست غیرمنطقی نداشت,sport
پرسپولیسی‌ها سرود قهرمانی خواندند؛ ملوانی‌های امیدوار در آزادی,sport
اعلام ترکیب پرسپولیس برای رویارویی با ملوان,sport
زمان برگزاری مسابقات هندبال قهرمانی مردان آسیا اعلام شد,sport
اقبالی: فوتبال ایران استاندارد نیست/ با فوتبال کره و ژاپن ۱۵ سال فاصله داریم,sport
ملی‌پوشان کشتی فرنگی‌ راهی قزاقستان شدند,sport
تالاخادزه دوم در راه است,sport
سرمربی رئال، نوستراداموس شد,sport
هندبال جام باشگاه‌های آسیا؛ نمایندگان ایران حریفان خود را شناختند,sport
خمز: هیچ کسی بالاتر از تراکتور نیست,sport
واکنش باشگاه پرسپولیس به شایعه معرفی ورزشگاه امام رضا(ع) برای لیگ قهرمانان آسیا,sport
تیم ملی جودو با ۹ ملی‌پوش راهی مسکو خواهد شد,sport
ستاره ملوان دیدار برابر پرسپولیس را از دست داد,sport
ادامه سیاست‌های خسروی‌وفا در کمیته ملی پارالمپیک,sport
زمان و میزبان رقابت‌های تنیس دیویس کاپ اعلام شد,sport
فتح‌الله‌زاده برای ساپینتو پیام تبریک فرستاد,sport
میران مدیرفنی تیم ملی جودو شد,sport
ساپینتو برترین مربی فوتبال ایران در سال گذشته شد,sport
رئیس فدراسیون کشتی در جمع ملی‌پوشان فرنگی/ دبیر: ما باید قهرمان جهان و المپیک شویم,sport
تمام پیشنهادات مسی؛ از انتقال ۳۵۰ میلیونی به عربستان تا سرمربیگری پاری‌سن‌ژرمن,sport
ممنوعیت فعالیت مربیان غیرفعال کشتی در مسابقات و باشگاه‌ها,sport
قلعه‌نویی تماشاگر ویژه دیدارهای مهم لیگ برتر,sport
سعودی‌ها به دنبال شکار آقای خاص,sport
پرسپولیس در ۱۴۰۱؛ از ناکامی و بی‌ثباتی تا خداحافظی کاپیتان,sport
یوزهای ایرانی در تعقیب سامورایی‌ها/ یاران مسی برترین تیم جهان شدند,sport
رونمایی روس‌ها از یک پدیده در کشتی,sport
مروری بر والیبال زنان در ۱۴۰۱؛ سریک نیامده رفت/ سرمربی تیم قهرمان، سکاندار تیم ملی شد,sport
والیبالیست قمی به اردوی تیم ملی والیبال دختران زیر ۱۶ سال دعوت شد,sport
زمان نخستین مسابقه داخلی یزدانی مشخص شد,sport
واکنش بنزما به هت‌تریک در نیوکمپ + عکس,sport
تمجید خاص آنچلوتی از بنزما,sport
تغییر سبک کشتی یزدانی امکان‌پذیر است؟,sport
ژاوی: شکست ۴ بر صفر مقابل رئال مادرید عادلانه نبود,sport
سال بی‌حاصل فوتبال بانوان ایران,sport
تبریک تاج به سرمربی تیم ملی فوتبال بانوان,sport
یک برکناری قریب‌الوقوع در فدراسیون والیبال؛ صدای پای بازنشسته می‌آید,sport
گاتسالوف: امید به کشتی روسیه بازگشت,sport
حضور ۱۳ ورزشکار خراسان رضوی در بازیهای آسیایی چین قطعی شده است,sport
وزنه‌برداری ایران در سالی که گذشت؛ پایان مرادی در سایه تحریم اردو و تهدید ملی‌پوشان,sport
تراکتور - سپاهان؛ تقابل خط حمله های آتشین لیگ,sport
کار به بازی سوم‌ کشید؛ شکست ذوب آهن برابر نفت عراق,sport
پیروزی ارزشمند بانوان فوتبال در اولین گام انتخابی المپیک/ فتح‌الله‌زاده ابقا شد,sport
مخالفت رسمی با جدایی مدیر روابط عمومی/ تاج: فدراسیون فوتبال خانه علوی است,sport
دورتموند روی دور ناکامی/چشمک لایپزیگ به جام,sport
آتش‌بازی ستاره مسلمان در نیوکمپ؛ رئال‌مادرید با تحقیر بارسلونا فینالیست شد,sport
پیروزی منچستر و نیوکاسل در بازی‌های معوقه لیگ جزیره,sport
انتقام آژاکس در یک شب جنجالی/ فاینورد با جهانبخش به فینال نرسید,sport
انتخاب علی‌قارداشی در هیئت ژوری بازی‌های آسیایی هانگژو ۲۰۲۳,sport
برتری تیم ملی پدل  ایران در رقابت‌های بین‌المللی امارات,sport
شکست شمس‌آذر و پیشی‌گرفتن استقلال خوزستان از رقبا/ رقابت فوق جذاب لیگ یک,sport
لمپارد به چلسی بازگشت,sport
دبیر: حسن یزدانی می‌تواند برترین کشتی‌گیر تاریخ المپیک شود,sport
استقلالی‌ها در کلاس فنی ساپینتو,sport
باشگاه گل‌گهر: منظور ما استقلال نبود/ به رای کمیته انضباطی معترض هستیم,sport
بازدید روسای فوتبال و تیراندازی از کمپ کشتی/ ملاقات تاج و حسن یزدانی+ فیلم,sport
"خبر ایرنا تایید شد؛ خداحافظی ""غفور"" از بازی‌های ملی با انتشار یک دلنوشته",sport
رئیس فدراسیون دوچرخه‌سواری: به دنبال کسب مدال در بازی‌های آسیایی هستیم,sport
داورزنی: سال سختی پیش‌روی ورزش ایران است/ غفور جایش را به جوانترها داد,sport
حضور چهار هزار نفر در افطاری باشکوه ستاره مسلمان کشتی جهان,sport
آخرین تمرین پرسپولیس قبل از ملاقاتِ ملوان/ کامیابی‌نیا همچنان زیر نظر پزشک,sport
آزمون: به بازیکنانم افتخار می‌کنم/ آنها با قلبشان بازی کردند,sport
سجادی: با بیمه ورزشی دیگر ملی‌پوشان دغدغه آینده را ندارد,sport
پورسلمان: اولین مشکل ششمیربازی مباحث مالی است,sport
اسبقیان: مالیات برای همه فدراسیون‌ها مشکل ایجاد کرده است/ نباید حسابمان بسته شود,sport
صدیقی: احتمال لغو اعزام‌های ووشو وجود دارد,sport
بیانیه سازمان خصوصی‌سازی درباره باشگاه استقلال,sport
نشست مسئولان باشگاه پرسپولیس برای اخذ مجوز حرفه‌ای,sport
انوشیروانی: شاید نتوانیم سهمیه بگیریم/ ۸ ماه است مشکلات وزنه‌برداری را می‌گویم,sport
ابقای فتح‌الله‌زاده، پرداخت بخشی از مطالبات بازیکنان و سفر به مالزی,sport
نقایص ورزشگاه‌ها برای کسب مجوز حرفه‌ای اعلام شد,sport
دبیرکل کمیته ملی المپیک فردا به کویت می‌رود,sport
فدراسیون فوتبال دلیل محرومیت مدافع تراکتور را افشا کرد,sport
استقلال جواب گل‌گهر را داد؛ فوتبال، بیانیه‌نویسی و توهین نیست,sport
سرمربی تیم ملی به تبریز می‌رود/ تراکتور - سپاهان زیر ذره بین قلعه‌نویی,sport
گل‌گهر با ۶ غایب به اصفهان می‌رود,sport
برگزاری نشست تخصصی کمیته ملی المپیک با ۵ فدراسیون نامزد اعزام به هانگژو,sport
دلیل غیبت مدیر روابط عمومی فدراسیون فوتبال مشخص شد,sport
سجادی: برای ماندن یا رفتنم رییس جمهور تصمیم می‌گیرد/ درباره فتح‌الله‌زاده اعمال نظر نکردم,sport
بی احترامی به رسانه‌ها ادامه دارد؛ غیبت گل‌محمدی و زارع در نشست خبری,sport
مداح: نمی‌دانم منتقدان دنبال چه چیزی هستند/ قهرمان آسیا شدیم هم نقد می‌کردند,sport
پیروزی ارزشمند بانوان در اولین گام انتخابی المپیک فوتبال,sport
تجدید پیمان قهرمانان فوتبال ساحلی با شهدای گمنام,sport
رئیس یوفا چهار سال دیگر ابقا شد,sport
ملاقات طیبی و بنفیکا در نیمه‌نهایی/ قرعه‌کشی لیگ قهرمانان فوتسال اروپا با دستان سرمربی مسی,sport
ورزشگاه‌های میزبان مسابقات جام‌ملت‌های آسیا ۲۰۲۳ قطر تایید شد,sport
غیبت قطعی یک پرسپولیسی برابر ملوان/ ابهام در مورد وضعیت شماره «۸»,sport
ننکا: هواداران پرسپولیس بی‌نظیر هستند/ در ایران احساس آرامش دارم,sport
اعلام اسامی بازیکنان دعوت شده به اردوی تیم ملی کبدی,sport
لالویچ: روسیه همچنان از میزبانی تورنمنت‌های کشتی محروم است,sport
رونمایی از گزینه اصلی هدایت چلسی,sport
قربانی: پول اعزام تیراندازان به هند شب عید از حساب فدراسیون برداشته شد,sport
قهرمان ۱۶‌ساله پرش با اسب بانوان: برگزاری مسابقات تنها حمایت فدراسیون از ما است,sport
سجادی: برای بازگشت استقلال به آسیا نهایت تلاشم را خواهم کرد,sport
پوست اندازی کشتی پایتخت با طعم بازگشت بزرگان,sport
درودگر: مشکلات استقلال را پیش‌بینی کرده بودم/ به من توهین کردند,sport
ترکیب احتمالی بارسلونا و رئال مادرید برای صعود به فینال کوپا دل‌ری,sport
۲ بازیکن تیم فوتبال صنعت‌نفت بازی برابر مس کرمان را از دست دادند,sport
دعوت از ۲۲ بازیکن به اردوی تیم والیبال دختران,sport
هاشمی: فدراسیون فوتبال باید در مورد سرمربی تیم امید پاسخگو باشد,sport
پایان کار مربی بدنساز لهستانی در تیم ملی والیبال,sport
اتفاقات هیئت فوتبال استان تهران، موضوع دیدار جوادی با تاج,sport
مس کرمان با یک محروم به مصاف نفت آبادان می‌رود,sport
توافق اولیه سعید معروف با شهداب یزد,sport
مازندران میزبان ۲ رویداد بین‌المللی کشتی,sport
تشکیل کمیته ویژه برگزاری لیگ قهرمانان آسیا در مازندران/ مسوولان تمام‌قد در کنار نساجی,sport
اما و اگرهای کشتی روسیه در آسیا,sport
صفرزاده: دوچرخه‌سواری به برنامه بلندمدت نیاز دارد,sport
سرنوشت عجیب مردان آهنین؛ از قتل و اتهام تا طلای پارالمپیک,sport
تصمیم غفور برای بازگشت به تیم ملی والیبال مشخص شد,sport
جشنواره گل النصر با دبل رونالدو,sport
لوکاکو منجی اینتر در مصاف جنجالی ایتالیا؛ تکلیف فینالیست در میلان مشخص می‌شود,sport
چلسی بدون پاتر هم نبرد/ لیورپول خوش‌شانس بود,sport
بازگشت کشتی روسیه به مسابقات جهانی و المپیک ,sport
جام حذفی آلمان؛ حذف بایرن‌مونیخ در دقیقه ۹۵,sport
پیروزی تیم هندبال شهید شاملی کازرون برابر سپاهان نوین اصفهان,sport
محکومیت استقلال،سپاهان و گل‌گهر/ورزشگاه شهدای مس به فینال جام حذفی کشور نمی‌رسد,sport
تیم هندبال پیکان سبزوار برابر پرواز هوانیروز اصفهان به پیروزی رسید,sport
اعتراض گل‌گهر به رای کمیته انضباطی: عدالت وارونه است,sport
تمرین استقلالی‌ها برای رویارویی با شاگردان رحمتی,sport
تلاش پزشکان استقلال برای رساندن رضاوند به دیدار با آلومینیوم,sport
حسین‌زاده: استقلال با شارلروا همکاری نمی‌کرد/ آجورلو جوابم را نمی‌داد,sport
ملوان بدون کاپیتان برابر پرسپولیس!,sport
بیانیه فدراسیون جودو: احتمال لغو سفر تیم ملی به مسکو/ مجوز خروج سرباز قهرمانان صادر نشد!,sport
درخواست بیرانوند از هواداران پرسپولیس,sport
آنچلوتی: نوبت من است الکلاسیکو را ببرم,sport
ورزشگاه شهدای مس به فینال جام حذفی کشور نمی‌رسد,sport
سه ادعای متفاوت مدیران استقلال پس از حذف از آسیا/ ضد و نقیض‌گویی برای فرار از مسئولیت+فیلم,sport
آغاز فعالیت‌های دوچرخه‌سواری با برگزاری اردوها و ۲ اعزام برون‌مرزی,sport
محکومیت استقلال، سپاهان و گل‌گهر از سوی کمیته انضباطی,sport
ژاوی: روش بارسلونا تغییر نمی‌کند/ رئال همیشه آماده کامبک زدن است,sport
دورخیز شناگران ایرانی برای مسابقات جهانی ژاپن,sport
حکم رئیس فدراسیون گلف صادر شد,sport
شوک به بوکس جهان؛ رینگ ستاره‌اش را از دست داد,sport
جای خالی کُشتی در بازی‌های اروپایی,sport
سفر ملی‌پوشان والیبال ایران به آنکارا برای روادید آمریکا,sport
قضاوت بانوان ایرانی در مرحله اول انتخابی المپیک فوتبال بانوان,sport
ژنرال هفت ستاره کشتی ایران آفتابی شد,sport
کاوه احمدی سرپرست حوزه وزارتی وزارت ورزش و جوانان شد,sport
صحبت‌هایی که دردسرساز شد؛ محرومیت سنگین برای مدافع تراکتور,sport
زارع به تمرینات کشتی بازگشت,sport
استارت بانوان اسکیت ایران برای حضور در بازی‌های جهانی و آسیایی,sport
ریز و درشت درگیری قاسم‌پور و زارع,sport
بهترین بازیکن پرسپولیس در سال ۱۴۰۱ انتخاب شد,sport
نقل‌انتقالات جذاب عربستان برای فصل آینده؛ مسی، بنزما و راموس در رادار سعودی‌ها,sport
صادقیانی: اسپانسرها ناجی راهیاب شوند/ مبلغ قرارداد بازیکنان به شدت بالا رفته است,sport
آیا پس از سالها انتظار ، زیر پای ورزشکاران فوتبال فارس چمن سبز می شود؟+ فیلم,sport
بازتاب جنجال شاه کشتی ایران در یک سایت داغستانی,sport
«پیک‌های پیام‌آور نوروز» وارد تاجیکستان شدند,sport
اعلام برنامه زمانبندی رقابت‌های فوتبال مرحله اول زیر ۱۷ سال دختران آسیا,sport
۱۸۰هزار شهروند تهرانی به صورت رایگان از امکانات ورزشی شهرداری بهره بردند,sport
موسوی: کاروان کیفی به استرالیا اعزام می‌شود/ امیدواریم سومی جهان را تکرار کنیم,sport
ثبت نام هفت نفر در انتخابات فدراسیون ورزش روستایی,sport
آخرین اخطار پاری‌سن‌ژرمن به گالتیه,sport
کشتی آزاد در چالش کامران,sport
مسی به درهای خروج PSG نزدیک شد؛ ماندن به یک شرط,sport
قهرمان المپیک مدرس دوره‌های دانش‌افزایی کشتی شد,sport
رقابت‌های آلیش بانوان قهرمانی کشور در تهران برگزار می‌شود,sport
قهرمان اورال فیزیک جهان: داوری بدنسازی در کشور ما سلیقه‌ای است,sport
